"GPA_year1","GPA_year2","age","chooseUTM","compsurv","control","credits_earned1","credits_earned2","dad1","dad2","dad_edn","english","female","finish4","goodstanding_year1","goodstanding_year2","gpa0","graddeg","grade_20059_fall","hcom","hsgroup","lastmin","lm_never","lm_rarely","mathsci","mom1","mom2","mom_edn","mtongue","noshow","numcourses_nov1","prob_year1","prob_year2","sex","sfp","sfp_p","sfpany","sfpany_p","sfsp","sfsp_p","signup","ssp","ssp_p","totcredits_year1","used_adv","used_fsg","used_ssp","work1"
1.57000005245209,1.71000003814697,20,0,1,1,2.5,3,1,1,6,0,1,1,0,1,83.8000030517578,1,61.5,1,3,2,0,0,0.5,1,0,2,"Other",0,4,0,0,"F",0,0,0,0,0,0,0,0,0,3,0,0,0,1
0.670000016689301,1.79999995231628,19,0,1,1,0.5,1.5,1,1,6,0,0,0,0,0,76.1999969482422,0,63,1,1,2,0,0,0,1,1,6,"Other",0,6,0,1,"M",0,0,0,0,0,0,0,0,0,3,0,0,0,1
1.88999998569489,0,19,0,1,1,3,0.5,1,1,6,0,0,1,1,1,81.8000030517578,0,66,0,3,4,0,1,1,1,1,6,"Other",0,4,0,0,"M",0,0,0,0,0,0,0,0,0,4,0,0,0,1
3.09999990463257,3.20000004768372,17,0,1,1,3,4,1,1,6,1,1,1,1,1,84.1999969482422,0,75,1,3,3,0,0,0,1,1,6,"English",0,5,0,0,"F",0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
,,20,0,1,0,,,1,1,6,0,0,1,0,0,74.1999969482422,1,,1,1,2,0,0,0,1,0,4,"Other",1,0,,,"M",0,0,0,0,0,0,0,1,0,0,0,0,0,1
1.95000004768372,3.16000008583069,18,0,1,0,3.5,4,1,0,4,1,1,1,1,1,75.6999969482422,1,67.5,1,1,4,0,1,1.5,1,0,4,"English",0,4,0,0,"F",0,0,1,1,1,1,1,0,0,4,1,0,1,1
1.60000002384186,1.76999998092651,19,1,1,1,3,3,1,1,6,0,0,1,1,1,81.6999969482422,1,59,1,3,5,1,0,4,1,1,7,"Other",0,6,0,0,"M",0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.50999999046326,2,18,1,1,1,3,3.5,1,1,8,1,1,1,1,1,87.1999969482422,1,53,0,3,1,0,0,3,1,1,6,"English",0,6,0,0,"F",0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.75,3.55999994277954,18,1,1,0,2.5,5,1,0,2,1,1,1,1,1,81.6999969482422,0,70,1,3,3,0,0,2,1,0,4,"English",0,5,0,0,"F",1,1,1,1,0,0,1,0,0,4,0,0,0,1
1.60000002384186,0,18,1,1,1,3,0,1,0,2,0,1,1,1,0,87.3000030517578,1,70.5,1,3,2,0,0,0,1,1,7,"Other",0,6,0,1,"F",0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.75999999046326,0.129999995231628,18,0,1,1,3.5,0.5,0,0,1,1,1,1,1,0,78.6999969482422,1,75,0,2,1,0,0,0,0,0,1,"English",0,5,0,1,"F",0,0,0,0,0,0,0,0,0,5,0,0,0,1
0.400000005960464,0.330000013113022,18,0,1,0,1,0.5,1,0,5,1,1,1,0,0,76.5,1,,1,2,2,0,0,0,1,1,7,"English",0,4,0,1,"F",1,1,1,1,0,0,1,0,0,4,0,0,0,1
1,2.09999990463257,21,1,1,0,1.5,2.5,1,1,7,0,0,1,0,1,85.1999969482422,1,74,1,3,4,0,1,1,1,0,2,"Other",0,5,0,0,"M",0,0,1,1,1,1,1,0,0,4,0,0,0,1
2.52999997138977,3.16000008583069,18,0,1,1,3.5,4,0,0,9,0,1,0,0,1,82.4000015258789,1,68,0,3,3,0,0,0,0,0,9,"Other",0,5,0,0,"F",0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
1.50999999046326,1.9099999666214,18,0,1,1,3.5,4,1,1,8,1,1,1,1,1,80.6999969482422,1,64,0,2,3,0,0,3,0,0,9,"English",0,5,0,0,"F",0,0,0,0,0,0,0,0,0,5,0,0,0,1
,,18,0,1,1,,,1,1,6,1,0,1,0,0,74.6999969482422,0,,0,1,4,0,1,0,1,1,6,"English",1,0,,,"M",0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.759999990463257,1.5900000333786,18,0,1,0,2.5,2,0,0,9,1,1,1,0,0,75.6999969482422,1,58,1,1,1,0,0,0,0,0,9,"English",0,6,1,0,"F",0,0,0,0,0,0,1,1,1,4.5,1,0,1,1
2.70000004768372,2.88000011444092,18,0,1,1,3.5,4.5,1,1,8,1,0,1,1,1,85.3000030517578,0,66.5,1,3,3,0,0,2,1,1,7,"English",0,5,0,0,"M",0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.96000003814697,,18,0,1,0,2.5,0,0,0,9,1,1,1,0,0,82,1,70,1,3,3,0,0,0,1,0,4,"English",0,3,0,1,"F",0,0,0,0,0,0,1,1,1,3.5,0,0,0,1
1.21000003814697,1,18,0,1,1,2.5,0.5,1,1,7,1,0,1,0,0,74.6999969482422,0,58,1,1,1,0,0,2,1,0,2,"English",0,4,1,0,"M",0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.36999988555908,2.86999988555908,18,0,1,0,3.25,3.5,1,0,4,1,1,1,1,1,81,1,73,0,3,4,0,1,1,1,0,2,"English",0,6,0,0,"F",0,0,1,0,1,0,0,0,0,4.5,0,0,0,1
1.53999996185303,,19,0,1,0,1.5,1,1,0,5,1,0,1,0,0,77.0999984741211,0,72,0,2,1,0,0,0,1,0,5,"English",0,4,0,1,"M",0,0,1,1,1,1,1,0,0,2.5,0,0,0,1
1.95000004768372,2.84999990463257,19,0,1,1,2,2.5,0,0,9,0,1,1,0,1,75.8000030517578,0,77.5,1,1,2,0,0,1,0,0,9,"Other",0,4,0,0,"F",0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.0900000333786,2.6800000667572,18,0,1,0,2,2,1,1,6,1,0,1,0,1,83.6999969482422,0,70,1,3,3,0,0,2,1,1,6,"English",0,4,1,0,"M",0,0,0,0,0,0,1,1,1,4,0,0,0,1
2.8199999332428,1.89999997615814,18,0,1,1,2.5,4,1,1,8,0,0,1,0,1,76.8000030517578,0,73.5,1,2,2,0,0,1,1,1,6,"Other",0,4,0,0,"M",0,0,0,0,0,0,0,0,0,3,0,0,0,1
1.78999996185303,2.13000011444092,18,0,1,1,3,2,0,0,9,1,1,1,1,1,77.6999969482422,0,69,1,2,2,0,0,1,0,0,9,"English",0,5,0,0,"F",0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
2.23000001907349,2.84999990463257,18,0,1,1,1.5,4,1,0,4,1,1,0,0,1,80.8000030517578,1,,1,3,4,0,1,0,1,0,4,"English",0,6,0,0,"F",0,0,0,0,0,0,0,0,0,3,0,0,0,1
2.00999999046326,1.22000002861023,18,0,1,0,2.5,3.5,1,1,6,1,0,1,1,1,73.6999969482422,1,62,1,1,4,0,1,4,1,0,2,"English",0,4,0,0,"M",1,0,1,0,0,0,0,0,0,4,0,0,0,1
1.37000000476837,1.1599999666214,18,0,1,0,2,2.5,1,1,6,1,0,0,0,0,71.6999969482422,1,62,0,1,3,0,0,1.5,1,0,2,"English",0,5,0,0,"M",0,0,0,0,0,0,1,1,1,5,0,0,0,1
1.1599999666214,0.75,18,0,1,1,2.5,1.5,1,1,6,0,0,1,0,0,83.8000030517578,1,59.6666679382324,0,3,3,0,0,1,1,0,4,"Other",0,5,0,0,"M",0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
1.98000001907349,2.75999999046326,17,0,1,0,3,2,1,1,7,0,0,1,1,1,83.3000030517578,0,70,0,3,2,0,0,1.5,1,1,7,"Other",0,5,0,0,"M",1,1,1,1,0,0,1,0,0,4.5,0,0,0,1
2,2.14000010490417,18,0,1,0,3,4,1,0,2,1,0,1,1,1,73.1999969482422,1,63,1,1,4,0,1,2,1,1,8,"English",0,5,0,0,"M",0,0,0,0,0,0,0,1,0,5,0,0,0,1
1,1.42999994754791,18,0,1,1,1,2,1,0,2,1,0,1,0,0,83,1,67,1,3,3,0,0,0,1,0,4,"English",0,6,0,1,"M",0,0,0,0,0,0,0,0,0,3,0,0,0,1
,,18,1,1,1,,,1,1,6,1,0,1,0,0,84,1,,1,3,1,0,0,0,1,1,6,"English",1,0,,,"M",0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.600000023841858,0.769999980926514,18,0,1,0,1.5,0.5,1,0,2,1,0,1,0,0,75.6999969482422,0,53,0,1,1,0,0,0,1,0,2,"English",0,3,0,1,"M",0,0,0,0,0,0,0,1,0,2.5,0,0,0,1
1.10000002384186,0.610000014305115,18,0,1,0,2,1,0,0,9,1,0,1,0,0,72.8000030517578,1,57,1,1,2,0,0,2,0,0,9,"English",0,6,1,0,"M",1,1,1,1,0,0,1,0,0,5,0,0,0,1
1.3400000333786,1.62999999523163,18,0,1,0,2,3,1,0,4,1,1,1,0,1,75,1,58,1,1,3,0,0,0.5,1,0,2,"English",0,5,0,0,"F",0,0,0,0,0,0,1,1,1,3,0,0,0,1
3.25999999046326,3.16000008583069,18,1,1,0,2.5,4,1,1,7,1,1,0,1,1,80.5,0,74,1,2,3,0,0,0,1,1,7,"English",0,4,0,0,"F",1,1,1,1,0,0,1,0,0,4,0,0,0,1
0.430000007152557,0.100000001490116,18,0,1,0,1,0.5,1,1,6,1,1,1,0,0,72.8000030517578,0,42,1,1,1,0,0,0,1,1,6,"English",0,3,0,1,"F",1,1,1,1,0,0,1,0,0,3.5,0,0,0,1
0.800000011920929,0,18,1,1,1,1,0,1,1,6,1,0,1,0,0,72.6999969482422,0,,1,1,1,0,0,0,1,0,4,"English",0,5,0,1,"M",0,0,0,0,0,0,0,0,0,3,0,0,0,1
2.10999989509583,1.99000000953674,19,0,1,1,3.5,4.5,1,1,8,0,1,1,1,1,79.6999969482422,0,71.5,1,2,3,0,0,3.5,1,1,6,"Other",0,4,0,0,"F",0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
2.60999989509583,2.69000005722046,18,0,1,1,3,2.5,0,0,1,1,0,1,1,1,81.6999969482422,0,72.5,1,3,2,0,0,1,0,0,1,"English",0,4,0,0,"M",0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.79999995231628,2.38000011444092,18,1,1,1,2.5,2,1,0,2,1,1,1,1,1,76.5,0,53,0,2,3,0,0,0,1,1,6,"English",0,6,0,0,"F",0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.67999994754791,2.23000001907349,18,0,1,0,3,4.5,1,1,6,1,1,0,1,1,78.8000030517578,0,61,1,2,3,0,0,2,1,1,6,"English",0,5,0,0,"F",0,0,0,0,0,0,1,1,1,4,0,0,0,1
1.71000003814697,2.11999988555908,18,1,1,0,3,4,1,1,6,1,1,1,1,1,84.5,1,58,1,3,3,0,0,3,1,0,4,"English",0,5,0,0,"F",1,1,1,1,0,0,1,0,0,5,0,0,0,1
1.05999994277954,2.07999992370605,19,0,1,1,2.5,4.5,1,1,7,0,1,1,0,1,79.8000030517578,1,50,1,2,1,0,0,3,1,1,6,"Other",0,5,1,0,"F",0,0,0,0,0,0,0,0,0,5,0,0,0,1
1.83000004291534,2.04999995231628,18,1,1,1,2,2.5,1,1,6,0,1,1,0,1,78.8000030517578,1,50,1,2,4,0,1,2,1,0,4,"Other",0,4,0,0,"F",0,0,0,0,0,0,0,0,0,3,0,0,0,1
0.589999973773956,1.73000001907349,18,0,1,1,1.5,2.5,1,0,4,0,1,1,0,0,81.5,1,46,0,3,2,0,0,3,1,0,2,"Other",0,5,1,1,"F",0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
1.21000003814697,2.1800000667572,19,0,1,0,2,1.5,1,1,7,0,0,1,0,1,80.5,1,61,1,2,3,0,0,4,1,1,6,"Other",0,5,1,0,"M",1,1,1,1,0,0,1,0,0,4,0,0,0,1
3.6800000667572,,19,0,1,1,5,0,0,0,9,0,0,0,1,0,87,0,87,1,3,2,0,0,3,1,0,2,"Other",0,5,0,1,"M",0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
2.6800000667572,3.29999995231628,18,0,1,0,3.25,4.25,0,0,1,1,1,1,1,1,80.1999969482422,1,74.5,1,2,4,0,1,1,0,0,1,"English",0,6,0,0,"F",1,1,1,1,0,0,1,0,0,4.5,0,0,0,1
2.17000007629395,,18,1,1,1,2,0,1,1,7,1,0,0,0,0,77.6999969482422,1,70,1,2,3,0,0,0,1,1,8,"English",0,3,0,1,"M",0,0,0,0,0,0,0,0,0,3,0,0,0,1
1.70000004768372,3.13000011444092,18,0,1,0,2,2.5,1,0,4,1,0,1,1,1,75.8000030517578,1,71,1,1,3,0,0,2,1,0,4,"English",0,4,0,0,"M",1,1,1,1,0,0,1,0,0,4,0,0,0,1
2.59999990463257,2.67000007629395,18,1,1,1,2,4,1,0,4,1,1,1,1,1,80,0,,1,2,3,0,0,0,1,0,2,"English",0,4,0,0,"F",0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.80999994277954,2.42000007629395,18,0,1,1,3,4.5,1,0,2,1,0,0,1,1,72.3000030517578,1,53,1,1,1,0,0,1.5,1,1,6,"English",0,6,0,0,"M",0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.14000010490417,1.97000002861023,17,0,1,0,3,2.5,1,1,8,1,0,1,1,1,87.3000030517578,1,48,0,3,3,0,0,0.5,1,1,8,"English",0,4,0,0,"M",0,0,0,0,0,0,1,1,1,4,1,1,1,1
2.1800000667572,1.13999998569489,18,0,1,0,2,3,0,0,9,1,0,0,1,1,79.6999969482422,1,,0,2,4,0,1,3,0,0,9,"English",0,6,0,0,"M",0,0,1,1,1,1,1,0,0,4,1,1,1,1
0.28999999165535,,18,1,1,0,0.5,0,1,0,4,1,1,1,0,0,80.5999984741211,0,65,1,2,2,0,0,0,1,1,6,"English",0,5,0,1,"F",1,1,1,1,0,0,1,0,0,4,0,0,0,1
2.33999991416931,2.11999988555908,18,0,1,0,2.5,2,1,1,7,1,0,1,1,1,74.1999969482422,1,64,1,1,3,0,0,2,1,0,4,"English",0,5,0,0,"M",0,0,0,0,0,0,0,1,0,5,0,0,0,1
2.90000009536743,1.66999995708466,18,1,1,1,3.5,4,1,1,6,1,1,1,1,1,81.6999969482422,1,77,1,3,4,0,1,3.5,1,0,5,"English",0,4,0,0,"F",0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
2.29999995231628,2.94000005722046,18,0,1,0,3,3,1,0,2,1,0,1,1,1,76.8000030517578,1,69.5,1,2,4,0,1,0,1,0,2,"English",0,6,0,0,"M",0,0,0,0,0,0,0,1,0,4,0,0,0,1
1.75,3.59999990463257,18,0,1,0,2,2,1,0,2,1,1,1,1,1,74.8000030517578,1,,1,1,2,0,0,0,1,0,4,"English",0,4,0,0,"F",0,0,0,0,0,0,1,1,1,4,1,0,1,1
2.76999998092651,,18,0,1,1,6.5,0,1,1,7,0,0,1,1,0,78.1999969482422,0,73,1,2,5,1,0,3.5,1,1,6,"Other",0,5,0,1,"M",0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
1.26999998092651,2.38000011444092,18,1,1,0,3,3,0,0,9,1,1,1,0,1,79.3000030517578,1,71.5,1,2,4,0,1,0,1,0,2,"English",0,5,1,0,"F",1,1,1,1,0,0,1,0,0,5,0,0,0,1
1.97000002861023,0.740000009536743,18,0,1,0,3,2.5,1,1,7,1,0,1,1,0,79.6999969482422,0,67,0,2,3,0,0,4,1,0,4,"English",0,5,0,1,"M",0,0,1,1,1,1,1,0,0,5,1,1,1,1
1.63999998569489,1.35000002384186,18,0,1,1,3,2,0,0,9,1,0,1,1,1,74.3000030517578,1,77,1,1,2,0,0,0,1,1,7,"English",0,5,0,0,"M",0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.38000011444092,2.10999989509583,18,0,1,0,4,3.5,1,1,7,1,0,1,1,1,72.8000030517578,0,66.3333358764648,0,1,3,0,0,3.5,1,0,5,"English",0,5,0,0,"M",0,0,0,0,0,0,0,1,0,5,0,0,0,1
,,18,0,1,1,,,0,0,9,0,1,0,0,0,81.1999969482422,0,,0,3,4,0,1,0,1,0,4,"Other",1,0,,,"F",0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.680000007152557,1.75999999046326,18,0,1,1,0.75,2.75,1,1,6,1,1,0,0,0,74.5,0,70,1,1,4,0,1,0,1,0,4,"English",0,5,0,1,"F",0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
1.47000002861023,2.59999990463257,18,0,1,0,2.5,3.5,1,1,6,1,0,1,0,1,75.5,1,53,0,1,4,0,1,0,1,1,6,"English",0,5,1,0,"M",0,0,0,0,0,0,0,1,0,4.5,0,0,0,1
1.00999999046326,1.37999999523163,18,0,1,1,2.5,3,0,0,9,0,0,1,0,0,75.5,0,58,1,1,3,0,0,1.5,0,0,9,"Other",0,6,0,1,"M",0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
2.64000010490417,2.32999992370605,18,0,1,1,2.5,2.5,1,1,6,0,0,1,0,1,79.5,0,80,1,2,3,0,0,0.5,1,1,6,"Other",0,4,0,0,"M",0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
0.600000023841858,1.3400000333786,18,0,1,1,1,2,0,0,9,1,1,1,0,0,76.8000030517578,0,54,1,2,3,0,0,0,0,0,9,"English",0,6,0,1,"F",0,0,0,0,0,0,0,0,0,2,0,0,0,1
1.70000004768372,2.23000001907349,18,0,1,1,2,3.5,1,0,2,1,1,1,1,1,84.8000030517578,1,,1,3,3,0,0,2,1,0,2,"English",0,5,0,0,"F",0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.28999996185303,1.58000004291534,18,1,1,1,2.5,1.5,1,1,7,1,1,1,1,1,84.8000030517578,1,77,1,3,4,0,1,0,1,1,6,"English",0,5,0,0,"F",0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.98000001907349,3.61999988555908,18,1,1,1,3.5,3.5,1,1,8,1,0,1,1,1,79.6999969482422,1,74.3333358764648,1,2,4,0,1,0,1,1,7,"English",0,4,0,0,"M",0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.29999995231628,2.59999990463257,18,0,1,0,2.5,2,0,0,9,1,0,0,0,1,79.3000030517578,1,70,1,2,3,0,0,0.5,1,1,6,"English",0,6,0,0,"M",0,0,0,0,0,0,0,1,0,4,0,0,0,1
3.41000008583069,2.6800000667572,18,0,1,0,3,3,1,1,7,1,1,1,1,1,84.3000030517578,1,80.5,0,3,4,0,1,0,1,1,7,"English",0,6,0,0,"F",0,0,0,0,0,0,1,1,1,4,0,0,0,1
3.48000001907349,3.4300000667572,18,0,1,0,4,3.5,1,1,8,0,1,1,1,1,86.5,1,80.5,0,3,3,0,0,0,1,1,8,"Other",0,5,0,0,"F",0,0,0,0,0,0,0,1,0,4.5,0,0,0,1
0.540000021457672,,18,0,1,0,1,0,0,0,9,0,1,1,0,0,77.3000030517578,1,63,0,2,3,0,0,0,1,1,6,"Other",0,5,0,1,"F",0,0,1,1,1,1,1,0,0,2.5,0,0,0,1
0.959999978542328,2.03999996185303,18,0,1,0,2,2.5,1,0,2,1,0,1,0,1,81.6999969482422,1,62,1,3,1,0,0,0,1,1,7,"English",0,6,0,0,"M",0,0,0,0,0,0,0,1,0,3.5,0,0,0,1
1.38999998569489,1,18,0,1,1,3,2.5,1,0,4,1,1,1,0,0,74.1999969482422,0,64,1,1,4,0,1,0,1,0,3,"English",0,5,1,0,"F",0,0,0,0,0,0,0,0,0,4,0,0,0,1
3.16000008583069,3.17000007629395,18,0,1,1,2.5,4,1,0,3,1,1,1,1,1,86.5,0,80,1,3,3,0,0,0,1,0,3,"English",0,4,0,0,"F",0,0,0,0,0,0,0,0,0,4,0,0,0,1
3.58999991416931,2.70000004768372,17,0,1,1,4,5,1,1,6,0,1,1,1,1,80.8000030517578,1,85.5,0,3,2,0,0,0,1,1,6,"Other",0,6,0,0,"F",0,0,0,0,0,0,0,0,0,6,0,0,0,1
2.58999991416931,1.8400000333786,19,1,1,0,2.5,4.5,1,1,6,0,0,1,1,1,74.3000030517578,1,73,1,1,3,0,0,1,1,1,6,"Other",0,4,0,0,"M",1,1,1,1,0,0,1,0,0,4,0,0,0,1
2.6800000667572,3.14000010490417,18,0,1,1,2.5,3.5,1,0,2,1,0,0,1,1,84.5,1,59,1,3,4,0,1,3,1,0,4,"English",0,4,0,0,"M",0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.60000002384186,2.33999991416931,19,0,1,1,3.5,4.5,1,1,6,1,0,1,1,1,76,0,67.3333358764648,1,1,4,0,1,2,1,0,2,"English",0,6,0,0,"M",0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.10999989509583,1.63999998569489,18,0,1,1,3.5,3.5,1,0,2,1,1,1,1,1,82.6999969482422,1,76,1,3,4,0,1,2.5,1,0,2,"English",0,6,0,0,"F",0,0,0,0,0,0,0,0,0,5,0,0,0,1
0.140000000596046,,18,0,1,1,0.5,0,1,1,6,1,0,1,0,0,75.3000030517578,1,45,1,1,1,0,0,0,1,1,6,"English",0,6,0,1,"M",0,0,0,0,0,0,0,0,0,3,0,0,0,1
0.119999997317791,1.28999996185303,18,0,1,1,0.5,2,1,0,5,0,1,1,0,0,74.6999969482422,1,50,1,1,4,0,1,1.5,1,0,2,"Other",0,3,0,1,"F",0,0,0,0,0,0,0,0,0,3,0,0,0,1
3.07999992370605,2.66000008583069,18,0,1,1,4,2.5,1,0,3,1,1,1,1,1,79,1,74,1,2,1,0,0,0,1,0,3,"English",0,5,0,0,"F",0,0,0,0,0,0,0,0,0,5,0,0,0,1
2,2.09999990463257,18,0,1,1,2,2,1,0,2,1,1,1,1,1,80.3000030517578,0,,1,2,4,0,1,1,1,0,2,"English",0,6,0,0,"F",0,0,0,0,0,0,0,0,0,4,0,0,0,1
0.850000023841858,1.99000000953674,17,0,1,1,2,2,0,0,1,0,1,1,0,1,77.3000030517578,1,51,1,2,2,0,0,1.5,1,0,2,"Other",0,5,0,0,"F",0,0,0,0,0,0,0,0,0,3,0,0,0,1
,1.64999997615814,19,1,1,1,1,1.5,0,0,9,1,0,0,0,0,75,1,56.5,1,1,2,0,0,0.5,0,0,9,"English",0,3,0,0,"M",0,0,0,0,0,0,0,0,0,1,0,0,0,1
0.759999990463257,,18,0,1,1,1.5,0,0,0,1,0,1,1,0,0,73.1999969482422,0,51.5,1,1,2,0,0,1.5,0,0,1,"Other",0,6,1,1,"F",0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
0.670000016689301,0.430000007152557,18,0,1,0,1,0.5,1,0,4,1,0,0,0,0,73.8000030517578,0,,1,1,3,0,0,3,1,0,4,"English",0,4,0,1,"M",1,1,1,1,0,0,1,0,0,3,0,0,0,1
2.03999996185303,3.05999994277954,19,0,1,0,3,3.5,0,0,1,1,1,1,1,1,77.8000030517578,1,65,1,2,3,0,0,0,1,0,2,"English",0,6,0,0,"F",0,0,1,1,1,1,1,0,0,4,1,1,1,1
1.63999998569489,,18,1,1,1,4.5,0,0,0,9,0,0,1,1,0,78.6999969482422,1,51,1,2,1,0,0,0,0,0,9,"Other",0,5,0,1,"M",0,0,0,0,0,0,0,0,0,5,0,0,0,1
0.879999995231628,1.62999999523163,19,0,1,1,1.5,2.5,1,0,2,1,1,1,0,0,78.5,0,48,1,2,5,1,0,1.5,1,0,2,"English",0,5,1,0,"F",0,0,0,0,0,0,0,0,0,5,0,0,0,1
2.99000000953674,1.96000003814697,19,1,1,0,2.5,3,0,0,9,1,0,1,1,1,80,1,75,1,2,5,1,0,0,1,1,8,"English",0,5,0,0,"M",0,0,1,1,1,1,1,0,0,4,1,0,1,1
0.379999995231628,,19,0,1,0,1,0,1,1,6,1,0,0,0,0,75.1999969482422,0,52.5,0,1,4,0,1,1.5,1,1,6,"English",0,4,1,1,"M",0,0,0,0,0,0,1,1,1,4,1,0,1,1
2.23000001907349,2.46000003814697,18,0,1,1,3.5,3.25,1,0,2,1,1,1,1,1,79.3000030517578,1,71,1,2,2,0,0,0.5,0,0,1,"English",0,4,0,0,"F",0,0,0,0,0,0,0,0,0,4,0,0,0,1
0.850000023841858,2.51999998092651,18,1,1,1,1.5,2,1,0,4,0,0,0,0,0,71.6999969482422,0,,1,1,4,0,1,1,1,0,4,"Other",0,4,1,1,"M",0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.66000008583069,2.97000002861023,19,0,1,0,3,3,1,0,4,0,1,1,1,1,72.8000030517578,1,70.5,1,1,4,0,1,1,1,0,3,"Other",0,5,0,0,"F",1,1,1,1,0,0,1,0,0,4,0,0,0,1
,,18,0,1,1,,,1,0,2,1,1,0,0,0,75.1999969482422,0,,1,1,4,0,1,0,1,0,2,"English",1,0,,,"F",0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.85000002384186,2.39000010490417,18,0,1,0,3.5,2,1,0,4,1,1,1,1,1,77.6999969482422,0,61.6666679382324,1,2,1,0,0,1.5,0,0,1,"English",0,6,0,0,"F",0,0,0,0,0,0,1,1,1,5,0,0,0,1
0.870000004768372,1.52999997138977,18,0,1,1,2,4,1,0,2,1,1,1,0,0,76,1,57,1,1,3,0,0,1,1,0,2,"English",0,5,0,0,"F",0,0,0,0,0,0,0,0,0,3.5,0,0,0,1
3.00999999046326,3.13000011444092,18,1,1,0,3.5,2.5,1,1,6,1,0,1,0,1,73.8000030517578,1,69.3333358764648,1,1,4,0,1,0.5,1,1,6,"English",0,6,0,0,"M",0,0,0,0,0,0,1,1,1,4.5,1,0,1,1
3.27999997138977,3.5699999332428,19,1,1,0,2.5,4.5,1,1,6,1,0,0,1,1,74,1,80,1,1,4,0,1,0,1,0,2,"English",0,6,0,0,"M",0,0,0,0,0,0,0,1,0,4,0,0,0,1
0.720000028610229,1.6599999666214,18,0,1,1,1.5,1.5,1,0,4,0,0,1,0,0,74,1,57,0,1,4,0,1,0,1,0,4,"Other",0,5,0,0,"M",0,0,0,0,0,0,0,0,0,4,0,0,0,1
0.879999995231628,,18,0,1,1,1,0,1,1,8,0,0,1,0,0,79,0,55,0,2,3,0,0,1,1,0,2,"Other",0,6,0,1,"M",0,0,0,0,0,0,0,0,0,2.5,0,0,0,1
1.17999994754791,2.08999991416931,18,1,1,1,1.5,4,0,0,1,1,1,0,0,1,76.6999969482422,0,60,1,2,1,0,0,1,0,0,1,"English",0,4,0,0,"F",0,0,0,0,0,0,0,0,0,3,0,0,0,1
1.0900000333786,,18,1,1,1,2.5,0,1,0,2,0,1,1,0,0,83,1,60,1,3,1,0,0,0,1,0,4,"Other",0,4,1,1,"F",0,0,0,0,0,0,0,0,0,4,0,0,0,1
1.61000001430511,1.39999997615814,18,1,1,1,3,1.5,1,0,2,0,1,1,1,1,85.3000030517578,1,50,1,3,2,0,0,0,1,0,2,"Other",0,6,0,0,"F",0,0,0,0,0,0,0,0,0,4.5,0,0,0,1
0.170000001788139,0.389999985694885,18,0,1,1,0.5,1,0,0,9,1,1,1,0,0,74.1999969482422,0,53,1,1,1,0,0,1,1,0,4,"English",0,4,0,1,"F",0,0,0,0,0,0,0,0,0,4,0,0,0,1
2.13000011444092,2.1800000667572,18,1,1,0,3.5,3.5,0,0,9,1,1,1,1,1,79.6999969482422,1,73,1,2,4,0,1,3,0,0,9,"English",0,6,0,0,"F",1,1,1,1,0,0,1,0,0,5,0,0,0,1
,,18,0,1,1,,,1,1,7,1,0,1,0,0,75.8000030517578,1,,1,1,3,0,0,0,1,1,6,"English",1,0,,,"M",0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.37999999523163,2.21000003814697,17,1,1,1,3,3,1,1,8,1,1,1,0,1,78.6999969482422,1,68.5,1,2,4,0,1,0,1,1,7,"English",0,5,1,0,"F",0,0,0,0,0,0,0,0,0,5,0,0,0,1
